Label,Organ,Age,Ethnicity,Gender,COD_NotReported,COD_Anoxia,COD_CerebroVascular_Stroke,COD_HeadTrauma,COD_CNSTumor,COD_Other,ABO_O,ABO_A,ABO_B,ABO_AB,ABO_Unknown,Circumstance_ChildAbuse,Circumstance_Homicide,Circumstance_MVA,Circumstance_NaturalCauses,Circumstance_NonMVA,Circumstance_None,Circumstance_NotReported,Circumstance_Suicide,Mechanism_Asphyxiation,Mechanism_BluntInjury,Mechanism_Cardiovascular,Mechanism_Drowning,Mechanism_DrugIntoxication,Mechanism_Electrical,Mechanism_GunshotWound,Mechanism_IntracranialHemorrhage_Stroke,Mechanism_NaturalCauses,Mechanism_None,Mechanism_NotReported,Mechanism_Seizure,Mechanism_Sids,Mechanism_Stab,DonorType_DeceasedDonor,DonorType_LivingDonor,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11
Lung_50-64years_Multiracial_Male,Lung,50-64years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_50-64years_Multiracial_Female,Lung,50-64years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_White_Male,Lung,over65,White,Male,0,1.666666667,10,0,0,0,2.5,10,5,0,0,0,0,0,10,0,1.666666667,0,0,0,0,2,0,0,0,0,10,0,0,0,2,0,0,10,0,5,5,10,0,5,0,5,5,0,0,0
Lung_over65_White_Female,Lung,over65,White,Female,0,0,10,4,0,0,10,10,3.333333333,0,0,0,0,0,10,4.444444444,1.111111111,0,0,0,2.727272727,0,0,0,0,0,10,0,0,0,0,0,0,10,0,3.333333333,3.333333333,3.333333333,0,6.666666667,3.333333333,6.666666667,10,0,10,0
Lung_over65_Black_Male,Lung,over65,Black,Male,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
Lung_over65_Black_Female,Lung,over65,Black,Female,0,5,10,0,0,0,10,5,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,5,0,0,0,0,0,0,0
Lung_over65_Hispanic_Male,Lung,over65,Hispanic,Male,0,0,10,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0
Lung_over65_Hispanic_Female,Lung,over65,Hispanic,Female,0,0,10,5,0,0,5,10,0,0,0,0,0,5,10,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
Lung_over65_Asian_Male,Lung,over65,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_Asian_Female,Lung,over65,Asian,Female,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
Lung_over65_American_Indian_Female,Lung,over65,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_PacificIslander_Female,Lung,over65,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_Multiracial_Male,Lung,over65,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_over65_Multiracial_Female,Lung,over65,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
