Label,Organ,Age,Ethnicity,Gender,COD_NotReported,COD_Anoxia,COD_CerebroVascular_Stroke,COD_HeadTrauma,COD_CNSTumor,COD_Other,ABO_O,ABO_A,ABO_B,ABO_AB,ABO_Unknown,Circumstance_ChildAbuse,Circumstance_Homicide,Circumstance_MVA,Circumstance_NaturalCauses,Circumstance_NonMVA,Circumstance_None,Circumstance_NotReported,Circumstance_Suicide,Mechanism_Asphyxiation,Mechanism_BluntInjury,Mechanism_Cardiovascular,Mechanism_Drowning,Mechanism_DrugIntoxication,Mechanism_Electrical,Mechanism_GunshotWound,Mechanism_IntracranialHemorrhage_Stroke,Mechanism_NaturalCauses,Mechanism_None,Mechanism_NotReported,Mechanism_Seizure,Mechanism_Sids,Mechanism_Stab,DonorType_DeceasedDonor,DonorType_LivingDonor,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11
Heart_over65_Hispanic_Female,Heart,over65,Hispanic,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_over65_Asian_Male,Heart,over65,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_over65_Asian_Female,Heart,over65,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_over65_American_Indian_Female,Heart,over65,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_over65_PacificIslander_Female,Heart,over65,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_over65_Multiracial_Male,Heart,over65,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_over65_Multiracial_Female,Heart,over65,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_White_Male,Lung,under1,White,Male,0,10,0,5,0,0,10,5,0,0,0,5,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,10,0
Lung_under1_White_Female,Lung,under1,White,Female,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
Lung_under1_Black_Male,Lung,under1,Black,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_Black_Female,Lung,under1,Black,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_Hispanic_Male,Lung,under1,Hispanic,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_Hispanic_Female,Lung,under1,Hispanic,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_Asian_Male,Lung,under1,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_Asian_Female,Lung,under1,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_PacificIslander_Male,Lung,under1,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_Multiracial_Male,Lung,under1,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_under1_Multiracial_Female,Lung,under1,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_1-5years_White_Male,Lung,1-5years,White,Male,0,10,0,3.333333333,0,0,10,10,0,0,0,3.333333333,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,10,0,0,10,0,0,0,0,0,0,0,10,10,0,10,10
Lung_1-5years_White_Female,Lung,1-5years,White,Female,0,10,0,0,0,3.333333333,10,10,0,0,0,5,0,0,10,0,5,0,0,0,0,10,0,0,0,0,0,10,10,0,10,0,0,10,0,0,10,0,0,10,0,0,0,0,10,10
Lung_1-5years_Black_Male,Lung,1-5years,Black,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_1-5years_Black_Female,Lung,1-5years,Black,Female,0,10,0,0,0,5,10,5,0,0,0,0,0,0,10,5,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,10,0,0
Lung_1-5years_Hispanic_Male,Lung,1-5years,Hispanic,Male,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
Lung_1-5years_Hispanic_Female,Lung,1-5years,Hispanic,Female,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
Lung_1-5years_Asian_Male,Lung,1-5years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_1-5years_Asian_Female,Lung,1-5years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_1-5years_American_Indian_Female,Lung,1-5years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_1-5years_Multiracial_Male,Lung,1-5years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6-10years_White_Male,Lung,6-10years,White,Male,0,0,0,10,0,5,10,2,0,0,0,0,5,5,10,10,0,0,0,0,10,0,0,0,0,10,0,5,5,0,0,0,0,10,0,0,10,0,0,0,0,3.333333333,0,0,3.333333333,3.333333333
Lung_6-10years_White_Female,Lung,6-10years,White,Female,0,0,10,5,0,0,10,5,0,0,0,0,0,0,10,10,10,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,10,0
Lung_6-10years_Black_Male,Lung,6-10years,Black,Male,0,0,0,10,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0
Lung_6-10years_Black_Female,Lung,6-10years,Black,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6-10years_Hispanic_Male,Lung,6-10years,Hispanic,Male,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
Lung_6-10years_Hispanic_Female,Lung,6-10years,Hispanic,Female,0,5,0,10,0,0,5,10,0,0,0,0,10,10,10,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,5,0,0,0,0,0,0,0,0
Lung_6-10years_Asian_Male,Lung,6-10years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6-10years_Asian_Female,Lung,6-10years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6-10years_American_Indian_Male,Lung,6-10years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6-10years_American_Indian_Female,Lung,6-10years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6-10years_PacificIslander_Male,Lung,6-10years,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6-10years_Multiracial_Male,Lung,6-10years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_6-10years_Multiracial_Female,Lung,6-10years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11-17years_White_Male,Lung,11-17years,White,Male,0,3.829787234,0.85106383,10,0,0.638297872,9.032258065,10,2.903225806,1.290322581,0,0,0.8,10,2.4,2.4,3.2,0,10,3.2,10,0.8,0,2,0,8,2.8,0.8,1.2,0,0,0,0,10,0,0.909090909,9.090909091,10,8.181818182,9.090909091,2.727272727,3.636363636,9.090909091,1.818181818,7.272727273,3.636363636
Lung_11-17years_White_Female,Lung,11-17years,White,Female,0,5.555555556,2.222222222,10,1.111111111,0,10,4.285714286,1.428571429,0.476190476,0,0,1.538461538,10,4.615384615,4.615384615,2.307692308,0,3.076923077,2.307692308,10,2.307692308,0.769230769,1.538461538,0,3.846153846,3.076923077,0.769230769,0.769230769,0,0.769230769,0,0,10,0,1.428571429,2.857142857,7.142857143,10,4.285714286,2.857142857,4.285714286,4.285714286,0,4.285714286,7.142857143
Lung_11-17years_Black_Male,Lung,11-17years,Black,Male,0,3.076923077,1.538461538,10,0,0,10,6,3,0,0,0,10,8,8,4,2,0,6,0,6.25,1.25,0,1.25,0,10,2.5,1.25,1.25,0,0,0,0,10,0,0,8,10,6,0,0,4,2,0,2,6
Lung_11-17years_Black_Female,Lung,11-17years,Black,Female,0,10,2.5,7.5,0,0,10,1.666666667,1.666666667,0,0,0,5,5,10,10,5,0,5,10,10,0,5,0,0,5,5,5,0,0,0,0,0,10,0,0,3.333333333,10,6.666666667,3.333333333,0,3.333333333,0,0,0,0
Lung_11-17years_Hispanic_Male,Lung,11-17years,Hispanic,Male,0,1.818181818,0.909090909,10,0,0.909090909,10,8.571428571,2.857142857,0,0,0,10,8,2,4,2,0,4,3.333333333,8.333333333,0,0,0,0,10,1.666666667,1.666666667,0,0,0,0,0,10,0,0,1.666666667,5,3.333333333,10,0,3.333333333,1.666666667,0,0,0
Lung_11-17years_Hispanic_Female,Lung,11-17years,Hispanic,Female,0,7.5,7.5,10,0,0,10,10,5,0,0,0,0,10,5,0,5,0,5,5,10,2.5,0,0,0,0,5,0,2.5,0,0,0,0,10,0,0,0,0,10,7.5,0,0,5,0,2.5,0
Lung_11-17years_Asian_Male,Lung,11-17years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11-17years_Asian_Female,Lung,11-17years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11-17years_American_Indian_Male,Lung,11-17years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11-17years_American_Indian_Female,Lung,11-17years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_11-17years_Multiracial_Male,Lung,11-17years,Multiracial,Male,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
Lung_18-34years_White_Male,Lung,18-34years,White,Male,0.040816327,3.183673469,0.816326531,10,0.081632653,0.408163265,10,6.989247312,1.666666667,0.483870968,0,0,2.641509434,10,3.20754717,5,3.301886792,0.094339623,9.339622642,0.882352941,10,1.397058824,0.073529412,2.647058824,0.073529412,7.352941176,2.279411765,0.514705882,0.514705882,0.073529412,0.294117647,0,0.073529412,10,0.028169014,1.090909091,6.545454545,9.090909091,6,6.727272727,3.090909091,5.454545455,8.545454545,0.181818182,8,10
Lung_18-34years_White_Female,Lung,18-34years,White,Female,0.117647059,6.470588235,2.588235294,10,0.352941176,0.588235294,10,9.220779221,2.077922078,0.909090909,0,0,2.037037037,10,8.148148148,3.888888889,3.518518519,0.185185185,3.888888889,1.451612903,10,1.774193548,0,4.032258065,0,2.741935484,4.193548387,1.290322581,1.129032258,0.161290323,0.806451613,0,0,10,0.058823529,0.357142857,6.071428571,10,7.142857143,9.285714286,1.785714286,4.642857143,5.714285714,1.428571429,7.5,7.142857143
Lung_18-34years_Black_Male,Lung,18-34years,Black,Male,0,1.359223301,1.165048544,10,0.097087379,0.194174757,10,5.675675676,1.756756757,0.405405405,0,0,10,2.96875,2.96875,0.78125,0.78125,0,3.125,0.526315789,3.552631579,0.526315789,0,0.263157895,0,10,1.973684211,0.131578947,0.263157895,0,0.131578947,0,0,10,0,0,10,9.565217391,5.217391304,4.782608696,0.869565217,5.217391304,3.913043478,1.304347826,8.695652174,7.826086957
Lung_18-34years_Black_Female,Lung,18-34years,Black,Female,0,6.666666667,10,9.166666667,0,0.833333333,10,6,4,1.333333333,0,0,2.5,5,10,0,2.5,0,0,0,5.384615385,4.615384615,0,0.769230769,0,2.307692308,10,0,0,0,1.538461538,0,0,10,0,0,2.727272727,10,3.636363636,0.909090909,0,0.909090909,0.909090909,0.909090909,3.636363636,5.454545455
Lung_18-34years_Hispanic_Male,Lung,18-34years,Hispanic,Male,0,1.666666667,1.527777778,10,0,0.138888889,10,3.870967742,1.451612903,0.161290323,0,0,6.896551724,10,4.137931034,3.793103448,1.724137931,0,6.551724138,0.25,10,0.5,0.25,1,0,8.25,3,0.25,0.25,0,0,0,0.25,10,0,1.25,2.25,1.75,4.25,10,0,2,0,0.25,0.75,1.5
Lung_18-34years_Hispanic_Female,Lung,18-34years,Hispanic,Female,0,6.25,6.875,10,0,0,10,1.666666667,0.333333333,0.333333333,0,0,0,9.166666667,10,3.333333333,4.166666667,0,4.166666667,2.307692308,10,2.307692308,0,3.846153846,0,1.538461538,7.692307692,0.769230769,0,0,0,0,0,10,0,0.714285714,1.428571429,2.142857143,9.285714286,10,0,0,2.142857143,0,0.714285714,0
Lung_18-34years_Asian_Male,Lung,18-34years,Asian,Male,0,2.727272727,0,10,0,0,10,8.333333333,3.333333333,1.666666667,0,0,7.5,10,0,5,5,0,7.5,1.428571429,10,1.428571429,0,1.428571429,0,5.714285714,0,0,0,0,0,0,0,10,0,0,0,1.25,2.5,10,1.25,1.25,0,0,1.25,0
Lung_18-34years_Asian_Female,Lung,18-34years,Asian,Female,0,10,0,3.333333333,0,0,5,10,5,0,0,0,10,0,0,10,10,0,10,10,0,0,0,5,0,5,0,0,0,0,0,0,0,10,0,0,5,0,0,5,0,0,0,0,0,10
Lung_18-34years_American_Indian_Male,Lung,18-34years,American_Indian,Male,0,5,0,10,0,0,10,5,0,0,0,0,10,0,0,10,0,0,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,10,0,0,0,0
Lung_18-34years_American_Indian_Female,Lung,18-34years,American_Indian,Female,0,0,0,10,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10
Lung_18-34years_PacificIslander_Male,Lung,18-34years,PacificIslander,Male,0,5,0,10,0,0,10,0,0,0,0,0,10,10,0,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,10,0,0,0
Lung_18-34years_PacificIslander_Female,Lung,18-34years,PacificIslander,Female,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
Lung_18-34years_Multiracial_Male,Lung,18-34years,Multiracial,Male,0,0,0,10,0,0,5,10,0,0,0,0,2.5,10,0,0,0,0,2.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,2,0,0
Lung_18-34years_Multiracial_Female,Lung,18-34years,Multiracial,Female,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
Lung_35-49years_White_Male,Lung,35-49years,White,Male,0,4.507042254,6.61971831,10,0.422535211,0.563380282,10,8.051948052,1.948051948,0.38961039,0,0,1.333333333,6.444444444,10,3.333333333,6.222222222,0,7.555555556,1.176470588,8.235294118,2.352941176,0.392156863,1.37254902,0.392156863,5.294117647,10,0.392156863,0.588235294,0,0.588235294,0,0,10,0,1.538461538,7.692307692,5,6.153846154,8.846153846,1.153846154,5.769230769,6.153846154,1.153846154,6.923076923,10
Lung_35-49years_White_Female,Lung,35-49years,White,Female,0,6.833333333,10,3.833333333,0.833333333,0.833333333,10,6.351351351,1.351351351,0.405405405,0,0,0.365853659,1.463414634,10,0.609756098,2.195121951,0,1.707317073,0.634920635,2.53968254,2.857142857,0.158730159,1.746031746,0,1.26984127,10,1.26984127,0.634920635,0,0.158730159,0,0,10,0,0,10,7.368421053,7.894736842,8.947368421,2.631578947,6.842105263,7.368421053,2.631578947,9.473684211,7.368421053
Lung_35-49years_Black_Male,Lung,35-49years,Black,Male,0,2.173913043,10,6.086956522,0,0,10,6.818181818,1.818181818,0.454545455,0,0,1.904761905,1.428571429,10,1.428571429,2.857142857,0,2.380952381,0,3.47826087,1.304347826,0,0.869565217,0,2.173913043,10,0,0,0,0.434782609,0,0,10,0,0,2.142857143,10,1.428571429,3.571428571,0,1.428571429,0,0.714285714,4.285714286,6.428571429
Lung_35-49years_Black_Female,Lung,35-49years,Black,Female,0,2.121212121,10,1.212121212,0,0.303030303,10,6.363636364,2.272727273,1.818181818,0,0,0.263157895,0.789473684,10,0,0.526315789,0,0.263157895,0,0.9375,1.25,0,0.3125,0,0.3125,10,0.625,0.625,0,0,0,0,10,0,0,6,10,5,2,0,4,2,1,6,9
Lung_35-49years_Hispanic_Male,Lung,35-49years,Hispanic,Male,0,1.363636364,10,7.727272727,0,0,10,3.703703704,1.481481481,0.37037037,0,0,0.476190476,1.904761905,10,4.761904762,1.428571429,0,1.428571429,0.434782609,6.52173913,0.869565217,0,0,0,0.434782609,10,0,0,0,0,0,0,10,0,0,2.380952381,1.428571429,2.857142857,10,0.952380952,0,0.476190476,0.952380952,0.476190476,0.476190476
Lung_35-49years_Hispanic_Female,Lung,35-49years,Hispanic,Female,0,1.666666667,10,1.666666667,0.416666667,0,10,3,2.5,1,0,0,0.416666667,0.416666667,10,0.416666667,2.083333333,0,0.416666667,0.434782609,1.304347826,1.304347826,0,0,0,0.434782609,10,0.869565217,0,0,0,0,0,10,0,0,0.833333333,4.166666667,8.333333333,10,0,1.666666667,0.833333333,0,0.833333333,0.833333333
Lung_35-49years_Asian_Male,Lung,35-49years,Asian,Male,0,3.333333333,10,6.666666667,0,3.333333333,10,5,10,10,0,0,0,4,10,0,0,0,0,0,6.666666667,3.333333333,0,0,0,0,10,0,3.333333333,0,0,0,0,10,0,0,5,5,10,10,0,5,0,0,0,0
Lung_35-49years_Asian_Female,Lung,35-49years,Asian,Female,0,2.222222222,10,0,0,1.111111111,10,5,5,0,0,0,0,0,10,0,2.222222222,0,1.111111111,1.111111111,0,0,0,1.111111111,0,0,10,1.111111111,0,0,0,0,0,10,0,0,2,0,0,10,0,0,2,6,2,2
Lung_35-49years_American_Indian_Male,Lung,35-49years,American_Indian,Male,0,0,0,10,0,10,0,10,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0
Lung_35-49years_American_Indian_Female,Lung,35-49years,American_Indian,Female,0,0,10,10,0,0,10,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0
Lung_35-49years_PacificIslander_Male,Lung,35-49years,PacificIslander,Male,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
Lung_35-49years_PacificIslander_Female,Lung,35-49years,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_35-49years_Multiracial_Male,Lung,35-49years,Multiracial,Male,0,0,10,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
Lung_35-49years_Multiracial_Female,Lung,35-49years,Multiracial,Female,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,5,0,0,0,0,0,0,0,0
Lung_50-64years_White_Male,Lung,50-64years,White,Male,0,3.191489362,10,6.808510638,0,0.212765957,10,7.291666667,1.25,1.25,0,0,0,2.115384615,10,2.5,1.730769231,0,1.923076923,0.208333333,5,1.875,0,0.416666667,0,1.666666667,10,0.208333333,0,0,0.208333333,0,0.208333333,10,0,2.272727273,10,4.545454545,1.818181818,4.545454545,0.454545455,2.727272727,5.454545455,0.454545455,5.909090909,5
Lung_50-64years_White_Female,Lung,50-64years,White,Female,0,1.234567901,10,2.345679012,0,0.37037037,9.6,10,2.4,0.6,0,0,0,1.25,10,0.75,1.5,0,0.625,0.119047619,1.785714286,0.952380952,0,0.119047619,0,0.357142857,10,0.119047619,0,0,0,0,0,10,0,1.363636364,5.454545455,6.818181818,5,8.636363636,2.272727273,1.818181818,4.545454545,1.363636364,10,4.090909091
Lung_50-64years_Black_Male,Lung,50-64years,Black,Male,0,0.37037037,10,1.851851852,0,0,10,7.058823529,2.352941176,0,0,0,0.8,0.4,10,0.8,1.2,0,0,0,1.481481481,0.37037037,0,0,0,0.37037037,10,0,0,0,0,0,0,10,0,0.833333333,4.166666667,10,0,3.333333333,0,0.833333333,2.5,0,2.5,3.333333333
Lung_50-64years_Black_Female,Lung,50-64years,Black,Female,0,1.481481481,10,0.740740741,0.37037037,0,10,3.333333333,1.904761905,0.952380952,0,0,0,0.64516129,10,0,0.322580645,0,0,0.4,0.8,0.8,0,0,0,0,10,1.6,0,0,0,0,0,10,0,0,4,10,1,3,0,2,4,1,2,7
Lung_50-64years_Hispanic_Male,Lung,50-64years,Hispanic,Male,0,2.105263158,10,2.631578947,0,0,10,4.444444444,1.111111111,0,0,0,0,1,10,1.5,1.5,0,0,0.625,3.125,3.125,0,0,0,0,10,0.625,0,0,0,0,0,10,0,0,2.142857143,2.857142857,0.714285714,10,0,0,0.714285714,0,0.714285714,2.857142857
Lung_50-64years_Hispanic_Female,Lung,50-64years,Hispanic,Female,0,0.714285714,10,0.714285714,0,0,10,2.307692308,0,0,0,0,0,0.714285714,10,0,0.714285714,0,0,0,0,0.666666667,0,0,0,0,10,0,0,0,0,0,0,10,0,0,1.666666667,5,6.666666667,10,0,0,0,1.666666667,1.666666667,0
Lung_50-64years_Asian_Male,Lung,50-64years,Asian,Male,0,0,10,2,0,0,10,0,5,0,0,0,0,2,10,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,2.5,0,0,10,0,0,0,0,2.5,0
Lung_50-64years_Asian_Female,Lung,50-64years,Asian,Female,0,0,10,0,0,0,10,1.666666667,3.333333333,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,1.666666667,1.666666667,0,1.666666667,0,0
Lung_50-64years_American_Indian_Male,Lung,50-64years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_50-64years_American_Indian_Female,Lung,50-64years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_50-64years_PacificIslander_Male,Lung,50-64years,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung_50-64years_PacificIslander_Female,Lung,50-64years,PacificIslander,Female,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
